S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6293,13-08-2020,Uttar Pradesh,136238,49347,84661,2230
6294,14-08-2020,Uttar Pradesh,140775,49709,88786,2280
6295,15-08-2020,Uttar Pradesh,145287,50426,92526,2335
6296,16-08-2020,Uttar Pradesh,150061,51437,96231,2393
6297,17-08-2020,Uttar Pradesh,154418,51537,100432,2449
6298,18-08-2020,Uttar Pradesh,158216,50893,104808,2515
6299,19-08-2020,Uttar Pradesh,162434,50242,109607,2585
6300,20-08-2020,Uttar Pradesh,167510,49645,115227,2638
6301,21-08-2020,Uttar Pradesh,172334,48511,121090,2733
6302,22-08-2020,Uttar Pradesh,177239,47785,126657,2797
6303,23-08-2020,Uttar Pradesh,182453,48291,131295,2867
6304,24-08-2020,Uttar Pradesh,187781,49242,135613,2926
6305,25-08-2020,Uttar Pradesh,192382,49288,140107,2987
6306,26-08-2020,Uttar Pradesh,197388,49575,144754,3059
6307,27-08-2020,Uttar Pradesh,203028,51317,148562,3149
6308,28-08-2020,Uttar Pradesh,208419,52309,152893,3217
6309,29-08-2020,Uttar Pradesh,213824,52651,157879,3294
6310,30-08-2020,Uttar Pradesh,219457,53360,162741,3356
6311,31-08-2020,Uttar Pradesh,225632,54666,167543,3423
6312,01-09-2020,Uttar Pradesh,230414,54788,172140,3486
6313,02-09-2020,Uttar Pradesh,235757,55538,176677,3542
6314,03-09-2020,Uttar Pradesh,241439,56459,181364,3616
6315,04-09-2020,Uttar Pradesh,247101,57598,185812,3691
6316,05-09-2020,Uttar Pradesh,253175,58595,190818,3762
6317,06-09-2020,Uttar Pradesh,259765,59963,195959,3843
6318,07-09-2020,Uttar Pradesh,266283,61625,200738,3920
6319,08-09-2020,Uttar Pradesh,271851,62144,205731,3976
6320,09-09-2020,Uttar Pradesh,278473,63256,211170,4047
6321,10-09-2020,Uttar Pradesh,285041,64028,216901,4112
6322,11-09-2020,Uttar Pradesh,292029,66317,221506,4206
6323,12-09-2020,Uttar Pradesh,299045,67321,227442,4282
6324,13-09-2020,Uttar Pradesh,305831,67955,233527,4349
6325,14-09-2020,Uttar Pradesh,312036,68122,239485,4429
6326,15-09-2020,Uttar Pradesh,317195,67287,245417,4491
6327,16-09-2020,Uttar Pradesh,324036,67335,252097,4604
6328,17-09-2020,Uttar Pradesh,330265,67002,258573,4690
6329,18-09-2020,Uttar Pradesh,336294,68235,263288,4771
6330,19-09-2020,Uttar Pradesh,342788,67825,270094,4869
6331,20-09-2020,Uttar Pradesh,348517,66874,276690,4953
6332,21-09-2020,Uttar Pradesh,354275,65954,283274,5047
6333,22-09-2020,Uttar Pradesh,358893,64164,289594,5135
6334,16-03-2020,Uttarakhand,1,1,0,0
6335,17-03-2020,Uttarakhand,1,1,0,0
6336,18-03-2020,Uttarakhand,1,1,0,0
6337,19-03-2020,Uttarakhand,1,1,0,0
6338,20-03-2020,Uttarakhand,1,1,0,0
6339,21-03-2020,Uttarakhand,3,3,0,0
6340,22-03-2020,Uttarakhand,3,3,0,0
6341,23-03-2020,Uttarakhand,3,3,0,0
6342,24-03-2020,Uttarakhand,3,3,0,0
6343,25-03-2020,Uttarakhand,4,4,0,0
6344,26-03-2020,Uttarakhand,5,5,0,0
6345,27-03-2020,Uttarakhand,5,5,0,0
6346,28-03-2020,Uttarakhand,5,5,0,0
6347,29-03-2020,Uttarakhand,6,5,1,0
6348,30-03-2020,Uttarakhand,7,5,2,0
6349,31-03-2020,Uttarakhand,7,5,2,0
6350,01-04-2020,Uttarakhand,7,5,2,0
6351,02-04-2020,Uttarakhand,7,5,2,0
6352,03-04-2020,Uttarakhand,10,8,2,0
6353,04-04-2020,Uttarakhand,16,14,2,0
6354,05-04-2020,Uttarakhand,22,20,2,0
6355,06-04-2020,Uttarakhand,26,22,4,0
6356,07-04-2020,Uttarakhand,31,26,5,0
6357,08-04-2020,Uttarakhand,31,26,5,0
6358,09-04-2020,Uttarakhand,33,28,5,0
6359,10-04-2020,Uttarakhand,35,30,5,0
6360,11-04-2020,Uttarakhand,35,30,5,0
6361,12-04-2020,Uttarakhand,35,30,5,0
6362,13-04-2020,Uttarakhand,35,30,5,0
6363,14-04-2020,Uttarakhand,35,30,5,0
6364,15-04-2020,Uttarakhand,37,28,9,0
6365,16-04-2020,Uttarakhand,37,28,9,0
6366,17-04-2020,Uttarakhand,37,28,9,0
6367,18-04-2020,Uttarakhand,40,31,9,0
6368,19-04-2020,Uttarakhand,42,33,9,0
6369,20-04-2020,Uttarakhand,44,33,11,0
6370,21-04-2020,Uttarakhand,46,28,18,0
6371,22-04-2020,Uttarakhand,46,27,19,0
6372,23-04-2020,Uttarakhand,46,23,23,0
6373,24-04-2020,Uttarakhand,47,23,24,0
6374,25-04-2020,Uttarakhand,48,23,25,0
6375,26-04-2020,Uttarakhand,48,22,26,0
6376,27-04-2020,Uttarakhand,50,22,28,0
6377,28-04-2020,Uttarakhand,51,18,33,0
6378,29-04-2020,Uttarakhand,54,21,33,0
6379,30-04-2020,Uttarakhand,55,19,36,0
6380,01-05-2020,Uttarakhand,57,21,36,0
6381,02-05-2020,Uttarakhand,58,22,36,0
6382,03-05-2020,Uttarakhand,59,20,39,0
6383,04-05-2020,Uttarakhand,60,21,39,0
6384,05-05-2020,Uttarakhand,60,20,39,1
6385,06-05-2020,Uttarakhand,61,21,39,1
6386,07-05-2020,Uttarakhand,61,21,39,1
6387,08-05-2020,Uttarakhand,61,21,39,1
6388,09-05-2020,Uttarakhand,63,16,46,1
6389,10-05-2020,Uttarakhand,67,20,46,1
6390,11-05-2020,Uttarakhand,68,21,46,1
6391,12-05-2020,Uttarakhand,68,21,46,1
6392,13-05-2020,Uttarakhand,69,22,46,1
6393,14-05-2020,Uttarakhand,72,25,46,1
6394,15-05-2020,Uttarakhand,78,27,50,1
6395,16-05-2020,Uttarakhand,82,30,51,1
6396,17-05-2020,Uttarakhand,88,36,51,1
6397,18-05-2020,Uttarakhand,92,39,52,1
6398,19-05-2020,Uttarakhand,93,40,52,1
6399,20-05-2020,Uttarakhand,111,58,52,1
6400,21-05-2020,Uttarakhand,122,68,53,1
6401,22-05-2020,Uttarakhand,146,91,54,1
6402,23-05-2020,Uttarakhand,153,96,56,1
6403,24-05-2020,Uttarakhand,244,186,56,2
6404,25-05-2020,Uttarakhand,317,256,58,3
6405,26-05-2020,Uttarakhand,349,288,58,3
6406,27-05-2020,Uttarakhand,401,333,64,4
6407,28-05-2020,Uttarakhand,469,386,79,4
6408,29-05-2020,Uttarakhand,500,417,79,4
6409,30-05-2020,Uttarakhand,716,609,102,5
6410,31-05-2020,Uttarakhand,749,642,102,5
6411,01-06-2020,Uttarakhand,907,800,102,5
6412,02-06-2020,Uttarakhand,958,730,222,6
6413,03-06-2020,Uttarakhand,1043,784,252,7
6414,04-06-2020,Uttarakhand,1085,795,282,8
6415,05-06-2020,Uttarakhand,1153,846,297,10
6416,06-06-2020,Uttarakhand,1215,860,344,11
6417,07-06-2020,Uttarakhand,1303,869,423,11
6418,08-06-2020,Uttarakhand,1355,814,528,13
6419,09-06-2020,Uttarakhand,1411,684,714,13
6420,10-06-2020,Uttarakhand,1537,769,755,13
6421,11-06-2020,Uttarakhand,1562,716,831,15
6422,12-06-2020,Uttarakhand,1643,786,842,15
6423,13-06-2020,Uttarakhand,1724,756,947,21
6424,14-06-2020,Uttarakhand,1785,685,1077,23
6425,15-06-2020,Uttarakhand,1819,684,1111,24
6426,16-06-2020,Uttarakhand,1845,632,1189,24
6427,17-06-2020,Uttarakhand,1942,701,1216,25
6428,18-06-2020,Uttarakhand,2023,743,1254,26
6429,19-06-2020,Uttarakhand,2102,690,1386,26
6430,20-06-2020,Uttarakhand,2177,718,1433,26
6431,21-06-2020,Uttarakhand,2301,824,1450,27
6432,22-06-2020,Uttarakhand,2344,817,1500,27
6433,23-06-2020,Uttarakhand,2402,853,1521,28
6434,24-06-2020,Uttarakhand,2535,903,1602,30
6435,25-06-2020,Uttarakhand,2623,867,1721,35
6436,26-06-2020,Uttarakhand,2691,897,1758,36
6437,27-06-2020,Uttarakhand,2725,866,1822,37
6438,28-06-2020,Uttarakhand,2791,842,1912,37
6439,29-06-2020,Uttarakhand,2823,767,2018,38
6440,30-06-2020,Uttarakhand,2831,681,2111,39
6441,01-07-2020,Uttarakhand,2881,609,2231,41
6442,02-07-2020,Uttarakhand,2947,589,2317,41
6443,03-07-2020,Uttarakhand,2984,537,2405,42
6444,04-07-2020,Uttarakhand,3048,525,2481,42
6445,05-07-2020,Uttarakhand,3093,549,2502,42
6446,06-07-2020,Uttarakhand,3124,558,2524,42
6447,07-07-2020,Uttarakhand,3161,533,2586,42
6448,08-07-2020,Uttarakhand,3230,566,2621,43
6449,09-07-2020,Uttarakhand,3258,562,2650,46
6450,10-07-2020,Uttarakhand,3305,587,2672,46
6451,11-07-2020,Uttarakhand,3373,621,2706,46
6452,12-07-2020,Uttarakhand,3417,653,2718,46
6453,13-07-2020,Uttarakhand,3537,704,2786,47
6454,14-07-2020,Uttarakhand,3608,703,2856,49
6455,15-07-2020,Uttarakhand,3686,769,2867,50
6456,16-07-2020,Uttarakhand,3785,787,2948,50
6457,17-07-2020,Uttarakhand,3982,937,2995,50
6458,18-07-2020,Uttarakhand,4102,1030,3021,51
6459,19-07-2020,Uttarakhand,4276,1143,3081,52
6460,20-07-2020,Uttarakhand,4515,1347,3116,52
6461,21-07-2020,Uttarakhand,4642,1375,3212,55
6462,22-07-2020,Uttarakhand,4849,1497,3297,55
6463,23-07-2020,Uttarakhand,5300,1894,3349,57
6464,24-07-2020,Uttarakhand,5445,1986,3399,60
6465,25-07-2020,Uttarakhand,5445,1986,3399,60
6466,26-07-2020,Uttarakhand,5961,2403,3495,63
6467,27-07-2020,Uttarakhand,6104,2475,3566,63
6468,28-07-2020,Uttarakhand,6328,2587,3675,66
6469,29-07-2020,Uttarakhand,6587,2797,3720,70
6470,30-07-2020,Uttarakhand,6866,2983,3811,72
6471,31-07-2020,Uttarakhand,7065,2993,3996,76
6472,01-08-2020,Uttarakhand,7183,2935,4168,80
6473,02-08-2020,Uttarakhand,7447,3034,4330,83
6474,03-08-2020,Uttarakhand,7593,3070,4437,86
6475,04-08-2020,Uttarakhand,7800,3172,4538,90
6476,05-08-2020,Uttarakhand,8008,3066,4847,95
6477,06-08-2020,Uttarakhand,8254,2923,5233,98
6478,07-08-2020,Uttarakhand,8552,3027,5427,98
6479,08-08-2020,Uttarakhand,8901,3058,5731,112
6480,09-08-2020,Uttarakhand,9402,3322,5963,117
6481,10-08-2020,Uttarakhand,9632,3373,6134,125
6482,11-08-2020,Uttarakhand,10021,3586,6301,134
6483,12-08-2020,Uttarakhand,10432,3826,6470,136
6484,13-08-2020,Uttarakhand,10886,4059,6687,140
6485,14-08-2020,Uttarakhand,11302,4145,7014,143
6486,15-08-2020,Uttarakhand,11615,3966,7502,147
6487,16-08-2020,Uttarakhand,11940,4041,7748,151
6488,17-08-2020,Uttarakhand,12175,3923,8100,152
6489,18-08-2020,Uttarakhand,12493,3850,8485,158
6490,19-08-2020,Uttarakhand,12961,4073,8724,164
6491,20-08-2020,Uttarakhand,13225,3915,9132,178
6492,21-08-2020,Uttarakhand,13636,4016,9433,187
6493,22-08-2020,Uttarakhand,14083,4215,9676,192
6494,23-08-2020,Uttarakhand,14566,4350,10021,195
6495,24-08-2020,Uttarakhand,15124,4444,10480,200
6496,25-08-2020,Uttarakhand,15529,4410,10912,207
6497,26-08-2020,Uttarakhand,16014,4600,11201,213
6498,27-08-2020,Uttarakhand,16549,4806,11524,219
6499,28-08-2020,Uttarakhand,17277,5274,11775,228
6500,29-08-2020,Uttarakhand,17865,5502,12124,239
6501,30-08-2020,Uttarakhand,18571,5735,12586,250
6502,31-08-2020,Uttarakhand,19235,5912,13066,257
6503,01-09-2020,Uttarakhand,19827,5908,13650,269
6504,02-09-2020,Uttarakhand,20398,6042,14076,280
6505,03-09-2020,Uttarakhand,21234,6442,14501,291
6506,04-09-2020,Uttarakhand,22180,6871,15009,300
6507,05-09-2020,Uttarakhand,23011,7188,15511,312
6508,06-09-2020,Uttarakhand,23961,7575,16056,330
6509,07-09-2020,Uttarakhand,24629,7640,16648,341
6510,08-09-2020,Uttarakhand,25436,7965,17123,348
6511,09-09-2020,Uttarakhand,26094,8261,17473,360
6512,10-09-2020,Uttarakhand,27211,8577,18262,372
6513,11-09-2020,Uttarakhand,28266,9106,18783,377
6514,12-09-2020,Uttarakhand,29221,9405,19428,388
6515,13-09-2020,Uttarakhand,30336,9781,20153,402
6516,14-09-2020,Uttarakhand,31973,10519,21040,414
6517,15-09-2020,Uttarakhand,33016,10374,22213,429
6518,16-09-2020,Uttarakhand,34407,10739,23230,438
6519,17-09-2020,Uttarakhand,35947,11068,24432,447
6520,18-09-2020,Uttarakhand,37139,11714,24965,460
6521,19-09-2020,Uttarakhand,38007,11293,26250,464
6522,20-09-2020,Uttarakhand,40085,12465,27142,478
6523,21-09-2020,Uttarakhand,40963,12455,28017,491
6524,22-09-2020,Uttarakhand,41777,12075,29201,501
6525,19-03-2020,West Bengal,1,1,0,0
6526,20-03-2020,West Bengal,1,1,0,0
6527,21-03-2020,West Bengal,2,2,0,0
6528,22-03-2020,West Bengal,4,4,0,0
6529,23-03-2020,West Bengal,7,7,0,0
6530,24-03-2020,West Bengal,7,6,0,1
6531,25-03-2020,West Bengal,9,8,0,1
6532,26-03-2020,West Bengal,9,8,0,1
6533,27-03-2020,West Bengal,10,9,0,1
6534,28-03-2020,West Bengal,15,14,0,1
6535,29-03-2020,West Bengal,17,16,0,1
6536,30-03-2020,West Bengal,19,18,0,1
6537,31-03-2020,West Bengal,26,24,0,2
6538,01-04-2020,West Bengal,26,24,0,2
6539,02-04-2020,West Bengal,37,28,6,3
6540,03-04-2020,West Bengal,53,47,3,3
6541,04-04-2020,West Bengal,63,57,3,3
6542,05-04-2020,West Bengal,69,56,10,3
6543,06-04-2020,West Bengal,80,67,10,3
6544,07-04-2020,West Bengal,91,75,13,3
6545,08-04-2020,West Bengal,99,81,13,5
6546,09-04-2020,West Bengal,103,82,16,5
6547,10-04-2020,West Bengal,116,95,16,5
6548,11-04-2020,West Bengal,116,95,16,5
6549,12-04-2020,West Bengal,134,110,19,5
6550,13-04-2020,West Bengal,152,116,29,7
6551,14-04-2020,West Bengal,190,147,36,7
6552,15-04-2020,West Bengal,213,169,37,7
6553,16-04-2020,West Bengal,231,182,42,7
6554,17-04-2020,West Bengal,255,194,51,10
6555,18-04-2020,West Bengal,287,222,55,10
6556,19-04-2020,West Bengal,310,236,62,12
6557,20-04-2020,West Bengal,339,261,66,12
6558,21-04-2020,West Bengal,392,307,73,12
6559,22-04-2020,West Bengal,423,335,73,15
6560,23-04-2020,West Bengal,456,362,79,15
6561,24-04-2020,West Bengal,514,396,103,15
6562,25-04-2020,West Bengal,571,450,103,18
6563,26-04-2020,West Bengal,611,488,105,18
6564,27-04-2020,West Bengal,649,524,105,20
6565,28-04-2020,West Bengal,697,568,109,20
6566,29-04-2020,West Bengal,725,584,119,22
6567,30-04-2020,West Bengal,758,612,124,22
6568,01-05-2020,West Bengal,795,623,139,33
6569,02-05-2020,West Bengal,795,623,139,33
6570,03-05-2020,West Bengal,922,738,151,33
6571,04-05-2020,West Bengal,963,777,151,35
6572,05-05-2020,West Bengal,1259,908,218,133
6573,06-05-2020,West Bengal,1344,840,364,140
6574,07-05-2020,West Bengal,1456,948,364,144
6575,08-05-2020,West Bengal,1548,1033,364,151
6576,09-05-2020,West Bengal,1678,1154,364,160
6577,10-05-2020,West Bengal,1786,1243,372,171
6578,11-05-2020,West Bengal,1939,1337,417,185
6579,12-05-2020,West Bengal,2063,1374,499,190
6580,13-05-2020,West Bengal,2173,1363,612,198
6581,14-05-2020,West Bengal,2290,1381,702,207
6582,15-05-2020,West Bengal,2377,1394,768,215
6583,16-05-2020,West Bengal,2461,1407,829,225
6584,17-05-2020,West Bengal,2576,1472,872,232
6585,18-05-2020,West Bengal,2677,1480,959,238
6586,19-05-2020,West Bengal,2825,1575,1006,244
6587,20-05-2020,West Bengal,2961,1637,1074,250
6588,21-05-2020,West Bengal,3103,1714,1136,253
6589,22-05-2020,West Bengal,3197,1745,1193,259
6590,23-05-2020,West Bengal,3332,1846,1221,265
6591,24-05-2020,West Bengal,3459,1909,1281,269
6592,25-05-2020,West Bengal,3667,2056,1339,272
6593,26-05-2020,West Bengal,3816,2124,1414,278
6594,27-05-2020,West Bengal,4009,2240,1486,283
6595,28-05-2020,West Bengal,4192,2325,1578,289
6596,29-05-2020,West Bengal,4536,2573,1668,295
6597,30-05-2020,West Bengal,4813,2736,1775,302
6598,31-05-2020,West Bengal,5130,2851,1970,309
6599,01-06-2020,West Bengal,5501,3027,2157,317
6600,02-06-2020,West Bengal,5772,3141,2306,325
6601,03-06-2020,West Bengal,6168,3423,2410,335
6602,04-06-2020,West Bengal,6508,3583,2580,345
6603,05-06-2020,West Bengal,6876,3753,2768,355
6604,06-06-2020,West Bengal,7303,4025,2912,366
6605,07-06-2020,West Bengal,7738,4236,3119,383
6606,08-06-2020,West Bengal,8187,4488,3303,396
6607,09-06-2020,West Bengal,8613,4743,3465,405
6608,10-06-2020,West Bengal,8985,4950,3620,415
6609,11-06-2020,West Bengal,9328,5117,3779,432
6610,12-06-2020,West Bengal,9768,5338,3988,442
6611,13-06-2020,West Bengal,10244,5587,4206,451
6612,14-06-2020,West Bengal,10698,5693,4542,463
6613,15-06-2020,West Bengal,11087,5552,5060,475
6614,16-06-2020,West Bengal,11494,5515,5494,485
6615,17-06-2020,West Bengal,11909,5386,6028,495
6616,18-06-2020,West Bengal,12300,5261,6533,506
6617,19-06-2020,West Bengal,12735,5216,7001,518
6618,20-06-2020,West Bengal,13090,5258,7303,529
6619,21-06-2020,West Bengal,13531,5126,7865,540
6620,22-06-2020,West Bengal,13945,5093,8297,555
6621,23-06-2020,West Bengal,14358,5102,8687,569
6622,24-06-2020,West Bengal,14728,4930,9218,580
6623,25-06-2020,West Bengal,15173,4880,9702,591
6624,26-06-2020,West Bengal,15648,4852,10190,606
6625,27-06-2020,West Bengal,16190,5039,10535,616
6626,28-06-2020,West Bengal,16711,5293,10789,629
6627,29-06-2020,West Bengal,17283,5451,11193,639
6628,30-06-2020,West Bengal,17907,5535,11719,653
6629,01-07-2020,West Bengal,18559,5761,12130,668
6630,02-07-2020,West Bengal,19170,5959,12528,683
6631,03-07-2020,West Bengal,19819,6083,13037,699
6632,04-07-2020,West Bengal,20488,6200,13571,717
6633,05-07-2020,West Bengal,21231,6329,14166,736
6634,06-07-2020,West Bengal,22126,6658,14711,757
6635,07-07-2020,West Bengal,22987,6973,15235,779
6636,08-07-2020,West Bengal,23837,7243,15790,804
6637,09-07-2020,West Bengal,24823,7705,16291,827
6638,10-07-2020,West Bengal,25911,8231,16826,854
6639,11-07-2020,West Bengal,27109,8881,17348,880
6640,12-07-2020,West Bengal,28453,9588,17959,906
6641,13-07-2020,West Bengal,30013,10500,18581,932
6642,14-07-2020,West Bengal,31448,11279,19213,956
6643,15-07-2020,West Bengal,32838,11927,19931,980
6644,16-07-2020,West Bengal,34427,12747,20680,1000
6645,17-07-2020,West Bengal,36117,13679,21415,1023
6646,18-07-2020,West Bengal,38011,14709,22253,1049
6647,19-07-2020,West Bengal,40209,15594,23539,1076
6648,20-07-2020,West Bengal,42487,16492,24883,1112
6649,21-07-2020,West Bengal,44769,17204,26418,1147
6650,22-07-2020,West Bengal,47030,17813,28035,1182
6651,23-07-2020,West Bengal,49321,18450,29650,1221
6652,24-07-2020,West Bengal,51757,18846,31656,1255
6653,25-07-2020,West Bengal,53973,19154,33529,1290
6654,26-07-2020,West Bengal,56377,19391,35654,1332
6655,27-07-2020,West Bengal,58718,19595,37751,1372
6656,28-07-2020,West Bengal,60830,19502,39917,1411
6657,29-07-2020,West Bengal,62964,19493,42022,1449
6658,30-07-2020,West Bengal,65258,19652,44116,1490
6659,31-07-2020,West Bengal,67692,19900,46256,1536
6660,01-08-2020,West Bengal,70188,20233,48374,1581
6661,02-08-2020,West Bengal,72777,20631,50517,1629
6662,03-08-2020,West Bengal,75516,21108,52730,1678
6663,04-08-2020,West Bengal,78232,21683,54818,1731
6664,05-08-2020,West Bengal,80984,22315,56884,1785
6665,06-08-2020,West Bengal,83800,22992,58962,1846
6666,07-08-2020,West Bengal,86754,23829,61023,1902
6667,08-08-2020,West Bengal,89666,24652,63060,1954
6668,09-08-2020,West Bengal,92615,25486,65124,2005
6669,10-08-2020,West Bengal,95554,26375,67120,2059
6670,11-08-2020,West Bengal,98459,26031,70328,2100
6671,12-08-2020,West Bengal,101390,25846,73395,2149
6672,13-08-2020,West Bengal,104326,26003,76120,2203
6673,14-08-2020,West Bengal,107323,26447,78617,2259
6674,15-08-2020,West Bengal,110358,26850,81189,2319
6675,16-08-2020,West Bengal,113432,27219,83836,2377
6676,17-08-2020,West Bengal,116498,27299,86771,2428
6677,18-08-2020,West Bengal,119578,27402,89703,2473
6678,19-08-2020,West Bengal,122753,27535,92690,2528
6679,20-08-2020,West Bengal,125922,27678,95663,2581
6680,21-08-2020,West Bengal,129119,27696,98789,2634
6681,22-08-2020,West Bengal,132364,27804,101871,2689
6682,23-08-2020,West Bengal,135596,27900,104959,2737
6683,24-08-2020,West Bengal,138870,28069,108007,2794
6684,25-08-2020,West Bengal,141837,27694,111292,2851
6685,26-08-2020,West Bengal,144801,27349,114543,2909
6686,27-08-2020,West Bengal,147775,26954,117857,2964
6687,28-08-2020,West Bengal,150772,26709,121046,3017
6688,29-08-2020,West Bengal,153754,26349,124332,3073
6689,30-08-2020,West Bengal,156766,25996,127644,3126
6690,31-08-2020,West Bengal,159785,25657,130952,3176
6691,01-09-2020,West Bengal,162778,25280,134270,3228
6692,02-09-2020,West Bengal,165721,24822,137616,3283
6693,03-09-2020,West Bengal,168697,24445,140913,3339
6694,04-09-2020,West Bengal,171681,24039,144248,3394
6695,05-09-2020,West Bengal,174659,23654,147553,3452
6696,06-09-2020,West Bengal,177701,23390,150801,3510
6697,07-09-2020,West Bengal,180788,23218,154008,3562
6698,08-09-2020,West Bengal,183865,23216,157029,3620
6699,09-09-2020,West Bengal,186956,23254,160025,3677
6700,10-09-2020,West Bengal,190063,23341,162992,3730
6701,11-09-2020,West Bengal,193175,23377,166027,3771
6702,12-09-2020,West Bengal,196332,23461,169043,3828
6703,13-09-2020,West Bengal,199493,23521,172085,3887
6704,14-09-2020,West Bengal,202708,23624,175139,3945
6705,15-09-2020,West Bengal,205919,23693,178223,4003
6706,16-09-2020,West Bengal,209146,23942,181142,4062
6707,17-09-2020,West Bengal,212383,24147,184113,4123
6708,18-09-2020,West Bengal,215580,24336,187061,4183
6709,19-09-2020,West Bengal,218772,24509,190021,4242
6710,20-09-2020,West Bengal,221960,24648,193014,4298
6711,21-09-2020,West Bengal,225137,24806,195972,4359
6712,22-09-2020,West Bengal,228302,24898,198983,4421
6713,12-03-2020,World,125260,120647,,4613
6714,13-03-2020,World,132758,127803,,4955
6715,14-03-2020,World,142534,137142,,5392
6716,15-03-2020,World,153517,147782,,5735
6717,16-03-2020,World,167616,161010,,6606
6718,17-03-2020,World,179111,171685,,7426
6719,18-03-2020,World,191127,183320,,7807
6720,19-03-2020,World,209839,201061,,8778
6721,20-03-2020,World,234073,224233,,9840
6722,21-03-2020,World,266073,254890,,11183
6723,22-03-2020,World,292142,279359,,12783
6724,23-03-2020,World,332930,318421,,14509
6725,24-03-2020,World,372755,356524,,16231
6726,25-03-2020,World,413467,395034,,18433
6727,26-03-2020,World,462684,441850,,20834
6728,27-03-2020,World,509164,485829,,23335
6729,28-03-2020,World,571678,545184,,26494
6730,29-03-2020,World,634835,604878,,29957
6731,30-03-2020,World,693224,660118,,33106
6732,31-03-2020,World,750890,714485,,36405
6733,01-04-2020,World,823626,783028,,40598
6734,02-04-2020,World,896450,850924,,45526
6735,03-04-2020,World,972303,921982,,50321
6736,04-04-2020,World,1051635,994650,,56985
6737,05-04-2020,World,1133758,1070974,,62784
6738,06-04-2020,World,1210956,1143362,,67594
6739,07-04-2020,World,1279722,1207108,,72614
6740,08-04-2020,World,1353361,1274126,,79235
6741,09-04-2020,World,1436198,1350676,,85522
6742,10-04-2020,World,1521252,1428454,,92798
6743,11-04-2020,World,1610909,1511219,,99690
6744,12-04-2020,World,1696588,1590636,,105952
6745,13-04-2020,World,1773084,1661432,,111652
6746,14-04-2020,World,1844863,1727842,,117021
6747,15-04-2020,World,1914916,1791906,,123010
6748,16-04-2020,World,1991562,1860677,,130885
